4560,51.845,1.042,0.968,,
4620,51.234,1.039,1.039,,
4680,52.714,1.041,1.162,,
4740,49.82,1.044,0.994,,
4800,50.868,1.041,0.994,,
4860,51.153,1.041,1.228,,
4920,50.79,1.041,1.241,,
4980,51.312,1.039,1.252,,
5040,51.289,1.035,1.236,,
5100,52.803,1.04,1.1,,
5160,51.879,1.036,1.121,,
5220,50.583,1.043,1.381,,
5280,46.885,1.045,0.245,,
5340,50.517,1.048,0,,
5400,52.309,1.041,0,,
5460,52.343,1.041,0,,
5520,51.726,1.042,0,,
5580,51.697,1.039,0.025,,
5640,52.518,1.042,0.025,,
5700,51.756,1.045,0,,
5760,49.13,1.047,0.252,,
5820,48.256,1.046,0.025,,
5880,50.789,1.046,0,,
5940,51,1.047,0,,
6000,51.649,1.046,0,,
6060,50.787,1.046,0,,
6120,50.786,1.046,0,,
6180,50.79,1.046,0.122,,
6240,50.739,1.046,0.077,,
6300,49.786,1.046,0.159,,
6360,43.753,1.046,0,,
6420,50.117,1.046,0,,
6480,50.783,1.046,0.026,,
6540,50.788,1.046,0.038,,
6600,50.787,1.046,0,,
6660,51.256,1.046,0,,
6720,51.782,1.045,0.134,,
6780,51.782,1.045,0,,
6840,51.583,1.045,0,,
6900,50.913,1.045,0.05,,
6960,51.382,1.045,0,,
7020,51.78,1.045,0.039,,
7080,51.357,1.045,0.083,,
7140,50.786,1.045,0,,
7200,50.784,1.045,0,,
7260,50.786,1.045,0,,
7320,50.784,1.045,0,,
7380,50.789,1.045,0,,
7440,50.782,1.045,0,,
7500,50.789,1.045,0,,
7560,50.786,1.045,0,,
7620,50.786,1.045,0,,
7680,50.799,1.045,0,,
7740,50.782,1.045,0,,
7800,50.786,1.045,0,,
7860,50.378,1.064,0.488,,
7920,51.471,1.068,0.966,,
7980,53.349,1.045,1.046,,
8040,56.213,1.055,0.985,,
8100,54.933,1.052,1.14,,
8160,53.612,1.06,1.099,,
8220,54.415,1.056,0.946,,
8280,57.603,1.044,1.015,,
8340,54.021,1.058,1.045,,
8400,55.513,1.068,1.229,,
8460,54.108,1.065,1.059,,
8520,53.579,1.059,1.044,,
8580,53.646,1.045,1.035,,
8640,55.401,1.047,1.078,,
8700,54.218,1.048,0.974,,
8760,53.285,1.057,1.09,,
8820,54.214,1.047,1.118,,
8880,54.643,1.047,1.026,,
8940,54.643,1.046,1.06,,
9000,54.592,1.049,1.142,,
9060,53.881,1.049,0.972,,
9120,53.896,1.051,1.163,,
9180,54.803,1.046,1.038,,
9240,54.668,1.047,1.106,,
9300,54.085,1.049,1.156,,
9360,53.551,1.055,0.952,,
9420,63.095,1.067,0.331,,
9480,63.73,1.069,0,,
9540,63.731,1.069,0,,
9600,63.73,1.069,0,,
9660,63.731,1.069,0,,
9720,63.73,1.069,0,,
9780,63.725,1.069,0,,
9840,63.742,1.069,0,,
9900,63.731,1.069,0,,
9960,63.728,1.069,0,,
10020,63.736,1.069,0,,
10080,63.73,1.069,0,,
10140,63.73,1.069,0,,
10200,63.73,1.069,0,,
10260,63.731,1.069,0,,
10320,63.73,1.069,0,,
10380,63.721,1.069,0,,
10440,63.732,1.063,0.108,,
10500,54.004,1.054,0.206,,
10560,53.131,1.042,0.392,,
10620,53.282,1.042,0.205,,
10680,53.594,1.038,0.39,,
10740,53.705,1.038,0.385,,
10800,54.012,1.039,0.265,,
10860,53.087,1.044,0.409,,
10920,54.055,1.043,0.46,,
10980,53.536,1.044,0.236,,
11040,53.898,1.045,0.312,,
11100,53.967,1.039,0.322,,
11160,53.017,1.04,0.385,,
11220,53.797,1.043,0.356,,
11280,54.157,1.045,0.225,,
11340,53.955,1.041,0.349,,
11400,53.76,1.042,0.614,,
11460,52.595,1.042,0.391,,
11520,53.405,1.046,0.283,,
11580,53.755,1.041,0.523,,
11640,53.542,1.043,0.243,,
11700,52.949,1.043,0.437,,
11760,51.236,1.042,1.211,,
11820,55.733,1.041,1.011,,
11880,55.574,1.044,0.976,,
11940,55.696,1.044,0.94,,
12000,53.898,1.047,0.956,,
12060,53.938,1.05,0.971,,
12120,53.414,1.05,0.969,,
12180,53.813,1.046,0.99,,
12240,56.326,1.061,0.946,,
12300,53.004,1.067,0.204,,
12360,54.554,1.053,0.051,,
12420,57.125,1.045,0.279,,
12480,55.695,1.038,0.655,,
12540,56.082,1.039,1.07,,
12600,54.311,1.043,1.05,,
12660,53.582,1.044,0.971,,
12720,45.236,1.046,1.643,,
12780,44.196,1.129,1.805,,
12840,32.777,1.383,0.613,,
12900,53.004,1.393,0,,
12960,53.769,1.393,0,,
13020,53.774,1.393,0,,
13080,53.776,1.393,0,,
13140,53.78,1.394,0,,
13200,53.771,1.393,0,,
13260,53.772,1.393,0,,
13320,55.233,1.395,0.495,,
13380,57.922,1.127,1.54,,
13440,44.861,1.079,1.173,,
13500,54.172,1.048,0.108,,
13560,52.945,1.179,1.259,,
13620,51.5,1.112,1.064,,
13680,53.676,1.065,1.094,,
13740,54.537,1.055,1.286,,
13800,52.359,1.056,1.106,,
13860,54.105,1.045,0.433,,
13920,52.121,1.059,0.698,,
13980,49.248,1.052,1.184,,
14040,52.812,1.062,0.751,,
14100,51.651,1.053,0.137,,
14160,55.067,1.12,1.841,,
14220,50.97,1.154,0.655,,
14280,52.228,1.059,0.026,,
14340,52.663,1.064,0.293,,
14400,50.586,1.209,1.12,,
14460,46.654,1.142,1.546,,
14520,47.188,1.164,0.252,,
14580,51.331,1.148,0.055,,
14640,50.788,1.148,0,,
14700,50.78,1.148,0,,
14760,50.785,1.148,0,,
14820,52.055,1.134,0.664,,
14880,51.881,1.077,1.075,,
14940,53.809,1.061,0.951,,
15000,50.78,1.048,0.943,,
15060,52.233,1.065,0.956,,
15120,55.069,1.096,1.213,,
15180,64.949,1.239,0.949,,
15240,60,1.245,0.025,,
15300,51.78,1.244,0,,
15360,51.78,1.244,0,,
15420,51.78,1.244,0,,
15480,51.78,1.244,0,,
15540,51.787,1.244,0,,
15600,52.921,1.238,0.222,,
15660,53.051,1.151,0.71,,
15720,53.418,1.059,0.637,,
15780,51.689,1.07,1.592,,
15840,51.611,1.058,1.171,,
15900,48.46,1.042,1.256,,
15960,51.444,1.041,0,,
16020,52.941,1.055,0,,
16080,52.436,1.056,0.027,,
16140,51.93,1.052,0.025,,
16200,51.941,1.06,0.077,,
16260,51.525,1.055,0.077,,
16320,51.661,1.053,0.078,,
16380,51.732,1.044,0.178,,
16440,51.77,1.048,0.259,,
16500,51.63,1.05,0.307,,
16560,51,1.045,0.236,,
16620,50.758,1.087,0.492,,
16680,43.811,1.138,0,,
16740,43.814,1.138,0,,
16800,43.818,1.138,0,,
16860,43.81,1.138,0,,
16920,43.817,1.138,0,,
16980,43.813,1.138,0,,
17040,43.814,1.138,0,,
17100,43.806,1.138,0,,
17160,43.817,1.138,0,,
17220,43.81,1.138,0,,
17280,43.814,1.138,0,,
17340,43.818,1.138,0,,
17400,43.81,1.138,0,,
17460,43.816,1.138,0,,
17520,43.81,1.138,0,,
17580,43.814,1.138,0,,
17640,43.812,1.138,0,,
17700,43.816,1.138,0,,
17760,43.817,1.138,0,,
17820,43.813,1.138,0,,
17880,43.813,1.138,0,,
17940,43.816,1.138,0,,
18000,43.814,1.138,0,,
18060,43.815,1.138,0,,
18120,43.813,1.138,0,,
18180,43.813,1.138,0,,
18240,43.81,1.138,0,,
18300,43.816,1.138,0,,
18360,43.813,1.138,0,,
18420,43.814,1.138,0,,
18480,43.815,1.138,0,,
18540,43.81,1.138,0,,
18600,44.899,1.138,0.425,,
18660,55.461,1.07,0.88,,
18720,50.079,1.075,0.423,,
18780,52.576,1.102,1.853,,
18840,53.211,1.201,1.303,,
18900,50.787,1.233,0,,
18960,50.776,1.232,0,,
19020,50.786,1.233,0,,
19080,50.787,1.233,0,,
19140,50.779,1.232,0,,
19200,50.782,1.233,0,,
19260,50.787,1.233,0,,
19320,50.783,1.233,0,,
19380,50.779,1.232,0,,
19440,50.784,1.233,0,,
19500,50.786,1.233,0,,
19560,50.778,1.232,0,,
19620,50.79,1.233,0,,
19680,50.775,1.232,0,,
19740,50.783,1.233,0,,
19800,50.787,1.233,0,,
19860,49.787,1.233,0.57,,
19920,55.351,1.154,2.04,,
19980,54.773,1.058,1.344,,
20040,53.927,1.047,1.384,,
20100,51.149,1.043,1.244,,
20160,56.43,1.051,1.774,,
20220,52.468,1.045,1.317,,
20280,50.598,1.087,1.426,,
20340,50.616,1.064,0.227,,
20400,52.756,1.051,0.952,,
20460,50.908,1.041,0.381,,
20520,51.034,1.04,0.155,,
20580,52.345,1.043,0.249,,
20640,52.34,1.039,0.207,,
20700,50.975,1.041,0,,
20760,52.147,1.042,0.073,,
20820,51.597,1.042,0,,
20880,51.8,1.039,0.026,,
20940,54.897,1.036,0.387,,
21000,44.639,1.08,1.09,,
21060,48.92,1.1,0.398,,
21120,52.352,1.057,0.499,,
21180,49.19,1.061,0.11,,
21240,51.282,1.061,0.22,,
21300,49.638,1.045,0.824,,
21360,53.233,1.045,0.625,,
21420,54.767,1.047,0,,
21480,54.776,1.048,0,,
21540,54.759,1.047,0,,
21600,54.765,1.047,0,,
21660,54.766,1.047,0,,
21720,54.767,1.047,0,,
21780,54.766,1.047,0,,
21840,54.765,1.047,0,,
21900,54.765,1.047,0,,
21960,52.739,1.057,0.716,,
22020,49.165,1.105,1.25,,
22080,44.963,1.079,0.921,,
22140,54.618,1.061,0.115,,
22200,51.91,1.047,0.549,,
22260,51.927,1.05,0.709,,
22320,51.922,1.06,1.061,,
22380,47.839,1.084,0.869,,
22440,49.432,1.06,0.862,,
22500,51.576,1.051,0.199,,
22560,53.439,1.061,0.974,,
22620,54.338,1.054,0.864,,
22680,54.746,1.056,0.105,,
22740,53.352,1.052,0.232,,
22800,58.594,1.043,1.387,,
22860,58.047,1.042,1.021,,
22920,56.123,1.049,1.249,,
22980,51.167,1.063,1.525,,
23040,51.778,1.066,1.298,,
23100,52.692,1.141,2.141,,
23160,47.517,1.292,1.036,,
23220,51.939,1.07,0.013,,
23280,48.899,1.057,0.245,,
23340,49.245,1.044,0.058,,
23400,50.126,1.053,0.105,,
23460,52.975,1.059,0.263,,
23520,54.531,1.096,0.85,,
23580,47.936,1.085,0.146,,
23640,50.722,1.063,0.052,,
23700,50.93,1.056,0.677,,
23760,46.177,1.048,0.051,,
23820,49.858,1.078,1.162,,
23880,48.712,1.099,0.885,,
23940,48.803,1.107,0.183,,
24000,52.389,1.062,0.182,,
24060,52.84,1.057,0.312,,
24120,51.411,1.06,0.026,,
24180,50.154,1.055,1.207,,
24240,56.196,1.089,1.914,,
24300,50.717,1.065,0.835,,
24360,51.091,1.059,0.265,,
24420,52.468,1.049,0.308,,
24480,51.558,1.052,0.277,,
24540,51.335,1.056,0.232,,
24600,51.706,1.063,0.264,,
24660,53.248,1.07,0.208,,
24720,51.496,1.084,0.077,,
24780,50.368,1.068,0.053,,
24840,60.029,1.187,0.629,,
24900,68.696,1.305,0,,
24960,68.708,1.306,0,,
25020,68.703,1.306,0,,
25080,68.706,1.306,0,,
25140,68.7,1.305,0,,
25200,68.709,1.306,0,,
25260,68.699,1.305,0,,
25320,68.71,1.306,0,,
25380,68.704,1.306,0,,
25440,68.704,1.306,0,,
25500,68.7,1.305,0,,
25560,68.699,1.305,0,,
25620,68.715,1.306,0,,
25680,68.704,1.306,0,,
25740,68.701,1.305,0,,
25800,68.706,1.306,0,,
25860,68.705,1.306,0,,
25920,68.704,1.306,0,,
25980,68.7,1.305,0,,
26040,68.704,1.306,0,,
26100,68.706,1.306,0,,
26160,68.704,1.306,0,,
26220,68.704,1.306,0,,
26280,68.708,1.306,0,,
26340,68.699,1.305,0,,
26400,68.706,1.306,0,,
26460,68.704,1.306,0,,
26520,68.708,1.306,0.067,,
26580,68.701,1.305,0,,
26640,68.701,1.305,0,,
26700,65.203,1.31,0.789,,
26760,46.094,1.235,0.902,,
26820,53.33,1.079,0.978,,
26880,51.292,1.046,0.523,,
26940,50.915,1.052,0.568,,
27000,51.845,1.044,0.679,,
27060,52.374,1.046,0.463,,
27120,52.237,1.045,0.606,,
27180,52.589,1.043,0.638,,
27240,52.26,1.044,1.033,,
27300,48.221,1.039,0.762,,
27360,53.767,1.036,0,,
27420,53.767,1.036,0,,
27480,53.772,1.036,0,,
27540,53.764,1.036,0,,
27600,53.775,1.036,0,,
27660,53.766,1.036,0,,
27720,53.768,1.036,0,,
27780,53.762,1.036,0,,
27840,53.776,1.036,0,,
27900,53.765,1.036,0,,
27960,51.082,1.113,0.874,,
28020,49.745,1.053,1.218,,
28080,51.227,1.047,1.064,,
28140,50.753,1.052,1.185,,
28200,51.576,1.048,1.032,,
28260,51.294,1.045,1.27,,
28320,50.776,1.047,1.415,,
28380,51.639,1.047,1.437,,
28440,59.013,1.045,1.09,,
28500,53.622,1.049,0.093,,
28560,55.009,1.142,0.342,,
28620,54.246,1.059,1.537,,
28680,46.841,1.051,0.087,,
28740,48,1.055,0.455,,
28800,52.936,1.049,0.026,,
28860,52.421,1.065,0.353,,
28920,52.634,1.063,0.184,,
28980,53.631,1.063,0.252,,
29040,56.642,1.061,0.969,,
29100,54.232,1.11,0.619,,
29160,53.392,1.063,1.077,,
29220,45.948,1.066,0.599,,
29280,50.35,1.202,1.02,,
29340,53.492,1.093,0.943,,
29400,52.631,1.061,1.082,,
29460,54.004,1.056,0.973,,
29520,58.983,1.059,1.057,,
29580,56.174,1.076,1.708,,
29640,45.341,1.058,1.091,,
29700,50.431,1.155,1.027,,
29760,49.923,1.112,1.411,,
29820,54,1.128,0.448,,
29880,49.967,1.118,0,,
29940,49.021,1.074,0,,
30000,49.979,1.087,0.052,,
30060,48.849,1.086,0,,
30120,48.789,1.086,0,,
30180,48.793,1.086,0,,
30240,48.785,1.086,0,,
30300,48.789,1.086,0,,
30360,48.787,1.086,0,,
30420,48.795,1.086,0,,
30480,48.795,1.086,0,,
30540,48.796,1.086,0,,
30600,48.782,1.086,0,,
30660,48.79,1.086,0,,
30720,48.803,1.086,0,,
30780,48.787,1.086,0,,
30840,48.791,1.086,0,,
30900,48.795,1.086,0,,
30960,48.788,1.086,0,,
31020,48.789,1.086,0,Woke up,
31080,48.789,1.086,0,,
31140,48.789,1.086,0,,
31200,48.789,1.086,0,,
31260,48.789,1.086,0,,
31320,48.789,1.086,0,,
31380,48.785,1.086,0,,
31440,48.792,1.086,0,,
31500,48.789,1.086,0,,
31560,48.792,1.086,0,,
31620,48.785,1.086,0,,
31680,48.792,1.086,0,,
31740,48.788,1.086,0,,
